Issue key,Issue id,"Custom field 
(CRM Company)",Custom field (Environment),Status,Custom field (Request Category),Created,Resolved,Resolution
TSR-373379,562835,Customer 4,,Waiting on customer,Software Change,12-Aug-22,,
TSR-372485,561862,Customer 4,,In Review,Infrastructure Change,11-Aug-22,,
TSR-372484,561861,Customer 4,,Canceled,Software Change,11-Aug-22,11-Aug-22,Duplicate
TSR-371707,561012,Customer 4,,Closed,Software Change,10-Aug-22,15-Aug-22,Done
TSR-371620,560900,Customer 4,,Closed,Software Change,10-Aug-22,18-Aug-22,Done
TSR-370794,559970,Customer 4,,Awaiting Prod implementation,Software Change,09-Aug-22,,
TSR-370130,559262,Customer 4,,Waiting on customer,Software Change,08-Aug-22,,
TSR-369958,559071,Customer 4,,Closed,Software Change,08-Aug-22,18-Aug-22,Done
TSR-368595,557652,Customer 4,,Awaiting Prod implementation,Software Change,05-Aug-22,,
TSR-368581,557634,Customer 4,,Customer Replied,Infrastructure Change,05-Aug-22,,
TSR-367822,556820,Customer 4,,Closed,Software Change,04-Aug-22,04-Aug-22,Done
TSR-365519,554271,Customer 4,,Waiting on customer,Software Change,01-Aug-22,,
TSR-365230,553951,Customer 4,,Closed,Software Change,01-Aug-22,03-Aug-22,Done
TSR-365131,553837,Customer 4,,Closed,Software Change,01-Aug-22,03-Aug-22,Done
TSR-363288,551899,Customer 4,,Waiting on customer,Software Change,28-Jul-22,,
TSR-362084,550565,Customer 4,,â€‹  WIP- Prod implementation,Software Change,27-Jul-22,,
TSR-359920,548223,Customer 4,,Customer Replied,Software Change,25-Jul-22,,
TSR-359747,548035,Customer 4,,Closed,Software Change,25-Jul-22,15-Aug-22,Done
TSR-359744,548032,Customer 4,,Closed,Software Change,25-Jul-22,15-Aug-22,Done
TSR-355853,543940,Customer 4,,Closed,Software Change,20-Jul-22,22-Jul-22,Done
TSR-355850,543937,Customer 4,,Closed,Software Change,20-Jul-22,22-Jul-22,Done
TSR-355846,543933,Customer 4,,Closed,Software Change,20-Jul-22,22-Jul-22,Done
TSR-355842,543929,Customer 4,,Closed,Software Change,20-Jul-22,22-Jul-22,Done
TSR-355810,543893,Customer 4,,In Review,Software Change,20-Jul-22,,
TSR-354874,542862,Customer 4,,Waiting on customer,Software Change,19-Jul-22,,
TSR-353957,541861,Customer 4,,Waiting on customer,Software Change,18-Jul-22,,
TSR-351431,539120,Customer 4,,Customer Replied,Software Change,13-Jul-22,,
TSR-346508,533782,Customer 4,,Waiting on customer,Software Change,06-Jul-22,,
TSR-346297,533547,Customer 4,,Waiting on customer,Software Change,06-Jul-22,,
TSR-345338,532509,Customer 4,,Customer Replied,Software Change,05-Jul-22,,
TSR-344832,531967,Customer 4,,Awaiting Non Prod Implementation,Infrastructure Change,04-Jul-22,,
TSR-343635,530707,Customer 4,,Closed,Software Change,01-Jul-22,09-Aug-22,Done
TSR-342811,529815,Customer 4,,Canceled,Software Change,30-Jun-22,30-Jun-22,Resolved
TSR-342157,529086,Customer 4,,Waiting on customer,Software Change,30-Jun-22,,
TSR-339611,526302,Customer 4,,Canceled,Software Change,27-Jun-22,27-Jun-22,Resolved
TSR-337057,523548,Customer 4,,Awaiting Prod implementation,Software Change,22-Jun-22,,
TSR-336610,523033,Customer 4,,Waiting on customer,Software Change,22-Jun-22,,
TSR-334969,521266,Customer 4,,Closed,Software Change,20-Jun-22,06-Jul-22,Done
TSR-332512,518540,Customer 4,,Closed,Infrastructure Change,15-Jun-22,16-Jun-22,Done
TSR-332320,518336,Customer 4,,Canceled,Software Change,15-Jun-22,15-Jun-22,Resolved
TSR-330998,516881,Customer 4,,Waiting on customer,Software Change,13-Jun-22,,
TSR-330968,516851,Customer 4,,Waiting on customer,Software Change,13-Jun-22,,
TSR-330963,516846,Customer 4,,Waiting on customer,Software Change,13-Jun-22,,
TSR-330958,516841,Customer 4,,Waiting on customer,Software Change,13-Jun-22,,
TSR-330945,516828,Customer 4,,Waiting on customer,Software Change,13-Jun-22,,
TSR-330929,516812,Customer 4,,Waiting on customer,Software Change,13-Jun-22,,
TSR-330835,516715,Customer 4,,Waiting on customer,Software Change,13-Jun-22,,
TSR-330633,516500,Customer 4,,Waiting on customer,Software Change,13-Jun-22,,
TSR-330613,516479,Customer 4,,Waiting on customer,Software Change,13-Jun-22,,
TSR-330594,516460,Customer 4,,Waiting on customer,Software Change,13-Jun-22,,
TSR-330521,516385,Customer 4,,Canceled,Software Change,13-Jun-22,13-Jun-22,Resolved
TSR-326777,512328,Customer 4,,Closed,Infrastructure Change,07-Jun-22,10-Jul-22,Done
TSR-326706,512251,Customer 4,,Waiting on customer,Software Change,07-Jun-22,,
TSR-326656,512195,Customer 4,,Waiting on customer,Software Change,07-Jun-22,,
TSR-326644,512181,Customer 4,,Waiting on customer,Software Change,07-Jun-22,,
TSR-326632,512169,Customer 4,,Waiting on customer,Software Change,07-Jun-22,,
TSR-326327,511837,Customer 4,,Waiting on customer,Software Change,07-Jun-22,,
TSR-325578,510969,Customer 4,,Waiting on customer,Software Change,05-Jun-22,,
TSR-324363,509671,Customer 4,,Customer Replied,Software Change,03-Jun-22,,
TSR-323780,509035,Customer 4,,Waiting on customer,Software Change,02-Jun-22,,
TSR-322854,508049,Customer 4,,Waiting on customer,Software Change,01-Jun-22,,
TSR-321908,507041,Customer 4,,Customer Replied,Software Change,31-May-22,,
TSR-319792,504793,Customer 4,,In Review,Software Change,27-May-22,,
TSR-316554,501254,Customer 4,,Closed,Infrastructure Change,23-May-22,16-Jun-22,Done
TSR-315287,499857,Customer 4,,Customer Replied,Software Change,20-May-22,,
TSR-314505,499004,Customer 4,,Waiting on customer,Infrastructure Change,19-May-22,,
TSR-313689,498078,Customer 4,,Waiting on customer,Software Change,18-May-22,,
TSR-309546,493624,Customer 4,,Customer Replied,Software Change,11-May-22,,
TSR-309202,493248,Customer 4,,Customer Replied,Software Change,11-May-22,,
TSR-307637,491535,Customer 4,,Customer Replied,Software Change,09-May-22,,
TSR-305916,489682,Customer 4,,WIP- NON prod Implementation,Software Change,05-May-22,,
TSR-305137,488833,Customer 4,,Waiting on customer,Software Change,04-May-22,,
TSR-304295,487918,Customer 4,,Waiting on customer,Software Change,02-May-22,,
TSR-299379,482500,Customer 4,,Customer Replied,Software Change,25-Apr-22,,
TSR-299374,482492,Customer 4,,Customer Replied,Software Change,25-Apr-22,,
TSR-296819,479742,Customer 4,,Waiting on customer,Software Change,20-Apr-22,,
TSR-296140,478483,Customer 4,,New,Software Change,20-Apr-22,,
TSR-296131,478472,Customer 4,,Canceled,Software Change,20-Apr-22,21-Apr-22,Resolved
TSR-296126,478467,Customer 4,,New,Software Change,20-Apr-22,,
TSR-296124,478465,Customer 4,,New,Software Change,20-Apr-22,,
TSR-293361,475490,Customer 4,,â€‹  WIP- Prod implementation,Software Change,14-Apr-22,,
TSR-290905,472738,Customer 4,,Customer Replied,Software Change,11-Apr-22,,
TSR-289812,471470,Customer 4,,Canceled,Software Change,08-Apr-22,10-Apr-22,Resolved
TSR-289770,471418,Customer 4,,Canceled,Software Change,08-Apr-22,10-Apr-22,Canceled
TSR-289735,471383,Customer 4,,Waiting on customer,Software Change,08-Apr-22,,
TSR-289731,471379,Customer 4,,Canceled,Software Change,08-Apr-22,10-Apr-22,Duplicate
TSR-287496,468481,Customer 4,,Closed,Infrastructure Change,05-Apr-22,10-Apr-22,Done
TSR-287095,468030,Customer 4,,Hold,Software Change,05-Apr-22,,
TSR-286285,467136,Customer 4,,Waiting on customer,Software Change,04-Apr-22,,
TSR-285071,465848,Customer 4,,Awaiting Non Prod Implementation,Software Change,01-Apr-22,,
TSR-285056,465833,Customer 4,,Awaiting Prod implementation,Software Change,01-Apr-22,,
TSR-284935,465709,Customer 4,,Customer Replied,Software Change,31-Mar-22,,
TSR-284881,465655,Customer 4,,Customer Replied,Software Change,31-Mar-22,,
TSR-284534,465286,Customer 4,,Canceled,Software Change,31-Mar-22,01-Apr-22,Resolved
TSR-284367,465093,Customer 4,,Waiting on customer,Software Change,31-Mar-22,,
TSR-283392,464032,Customer 4,,Waiting on customer,Software Change,30-Mar-22,,
TSR-283177,463808,Customer 4,,Waiting on customer,Software Change,30-Mar-22,,
TSR-282697,463306,Customer 4,,Customer Replied,Software Change,29-Mar-22,,
TSR-282424,462992,Customer 4,,Canceled,Software Change,29-Mar-22,29-Mar-22,Resolved
TSR-281721,462187,Customer 4,,Awaiting Non Prod Implementation,Software Change,28-Mar-22,,
TSR-281718,462183,Customer 4,,Awaiting Non Prod Implementation,Software Change,28-Mar-22,,
TSR-279930,460161,Customer 4,,Awaiting Non Prod Implementation,Software Change,24-Mar-22,,
TSR-279097,459207,Customer 4,,Customer Replied,Software Change,23-Mar-22,,
TSR-279061,459169,Customer 4,,Waiting on customer,Software Change,23-Mar-22,,
TSR-272453,452147,Customer 4,,Awaiting Non Prod Implementation,,18-Mar-22,,
TSR-272100,451784,Customer 4,,Waiting on customer,Software Change,18-Mar-22,,
TSR-271185,450729,Customer 4,,Awaiting Prod implementation,Software Change,17-Mar-22,,
TSR-267415,446518,Customer 4,,Waiting on customer,Software Change,11-Mar-22,,
TSR-266235,445214,Customer 4,,Awaiting Prod implementation,Software Change,09-Mar-22,,
TSR-266173,445152,Customer 4,,Waiting on customer,Software Change,09-Mar-22,,
TSR-265810,444740,Customer 4,,Waiting on customer,Software Change,09-Mar-22,,
TSR-265565,444456,Customer 4,,Awaiting Non Prod Implementation,Software Change,08-Mar-22,,
TSR-263657,442434,Customer 4,,Waiting on customer,Software Change,07-Mar-22,,
TSR-263645,442422,Customer 4,,Waiting on customer,Software Change,07-Mar-22,,
TSR-263596,442367,Customer 4,,Customer Replied,Software Change,07-Mar-22,,
TSR-258864,437381,Customer 4,,Waiting on customer,Software Change,03-Mar-22,,
TSR-258287,436726,Customer 4,,Closed,Software Change,02-Mar-22,08-Mar-22,Done
TSR-254710,432743,Customer 4,,Awaiting Prod implementation,Infrastructure Change,24-Feb-22,,
TSR-254709,432741,Customer 4,,Canceled,Software Change,24-Feb-22,07-Mar-22,Resolved
TSR-254695,432725,Customer 4,,Awaiting Non Prod Implementation,Software Change,24-Feb-22,,
TSR-254657,432684,Customer 4,,Customer Replied,Software Change,24-Feb-22,,
TSR-254498,432509,Customer 4,,Awaiting Non Prod Implementation,Software Change,24-Feb-22,,
TSR-254480,432489,Customer 4,,Awaiting Non Prod Implementation,Software Change,24-Feb-22,,
TSR-254476,432485,Customer 4,,Customer Replied,Software Change,24-Feb-22,,
TSR-252991,430814,Customer 4,,Canceled,Software Change,22-Feb-22,11-Mar-22,Resolved
TSR-252871,430675,Customer 4,,Waiting on customer,Software Change,22-Feb-22,,
TSR-252869,430673,Customer 4,,Awaiting Non Prod Implementation,Software Change,22-Feb-22,,
TSR-252864,430668,Customer 4,,Customer Replied,Software Change,22-Feb-22,,
TSR-252844,430643,Customer 4,,Waiting on customer,Software Change,22-Feb-22,,
TSR-252836,430635,Customer 4,,In Review,Software Change,22-Feb-22,,
TSR-252057,429738,Customer 4,,Awaiting Prod implementation,Infrastructure Change,21-Feb-22,,
TSR-251012,428571,Customer 4,,Waiting on customer,Software Change,18-Feb-22,,
TSR-251006,428565,Customer 4,,Closed,Software Change,18-Feb-22,07-Apr-22,Done
TSR-251000,428559,Customer 4,,Awaiting Non Prod Implementation,Software Change,18-Feb-22,,
TSR-250182,427629,Customer 4,,In Review,Software Change,17-Feb-22,,
TSR-249685,427071,Customer 4,,Canceled,Software Change,16-Feb-22,16-Feb-22,Resolved
TSR-249673,427056,Customer 4,,Awaiting Prod implementation,Software Change,16-Feb-22,,
TSR-249527,426848,Customer 4,,Canceled,Software Change,16-Feb-22,18-Feb-22,Canceled
TSR-249523,426844,Customer 4,,Canceled,Software Change,16-Feb-22,18-Feb-22,Canceled
TSR-249518,426838,Customer 4,,Canceled,Software Change,16-Feb-22,18-Feb-22,Canceled
TSR-248988,426240,Customer 4,,Waiting on customer,Software Change,15-Feb-22,,
TSR-248852,426088,Customer 4,,Customer Replied,Software Change,15-Feb-22,,
TSR-248846,426082,Customer 4,,Customer Replied,Software Change,15-Feb-22,,
TSR-248107,425243,Customer 4,,Awaiting Non Prod Implementation,Infrastructure Change,14-Feb-22,,
TSR-247183,424199,Customer 4,,Waiting on customer,Software Change,11-Feb-22,,
TSR-247140,424148,Customer 4,,Customer Replied,Software Change,11-Feb-22,,
TSR-247137,424142,Customer 4,,Customer Replied,Software Change,11-Feb-22,,
TSR-246338,423184,Customer 4,,Waiting on customer,Software Change,10-Feb-22,,
TSR-245638,422379,Customer 4,,In Review,Software Change,09-Feb-22,,
TSR-243057,419444,Customer 4,,Customer Replied,Software Change,04-Feb-22,,
TSR-237379,412247,Customer 4,,Customer Replied,Software Change,26-Jan-22,,
TSR-237355,412219,Customer 4,,Awaiting Non Prod Implementation,Infrastructure Change,26-Jan-22,,
TSR-235772,410475,Customer 4,,In Review,Software Change,24-Jan-22,,
TSR-235671,410348,Customer 4,,Awaiting Non Prod Implementation,Infrastructure Change,24-Jan-22,,
TSR-233920,408432,Customer 4,,Waiting on customer,Software Change,20-Jan-22,,
TSR-233887,408394,Customer 4,,Waiting on customer,Software Change,20-Jan-22,,
TSR-232083,406448,Customer 4,,Customer Replied,Software Change,17-Jan-22,,
TSR-232067,406430,Customer 4,,Customer Replied,Software Change,17-Jan-22,,
TSR-232060,406423,Customer 4,,Waiting on customer,Software Change,17-Jan-22,,
TSR-230566,404807,Customer 4,,Customer Replied,Software Change,14-Jan-22,,
TSR-229806,403941,Customer 4,,Waiting on customer,Software Change,13-Jan-22,,
TSR-228649,402646,Customer 4,,Customer Replied,Software Change,11-Jan-22,,
TSR-228487,402476,Customer 4,,Canceled,Software Change,11-Jan-22,11-Jan-22,Resolved
TSR-228480,402469,Customer 4,,Customer Replied,Software Change,11-Jan-22,,
TSR-228474,402462,Customer 4,,Waiting on customer,Software Change,11-Jan-22,,
TSR-222914,396158,Customer 4,,Waiting on customer,Software Change,30-Dec-21,,
TSR-222876,396107,Customer 4,,Customer Replied,Software Change,30-Dec-21,,
TSR-222839,396068,Customer 4,,Waiting on customer,Software Change,30-Dec-21,,
TSR-221790,394800,Customer 4,,Waiting on customer,Software Change,28-Dec-21,,
TSR-221332,394288,Customer 4,,Waiting on customer,Software Change,27-Dec-21,,
TSR-220469,393370,Customer 4,,Waiting on customer,Software Change,24-Dec-21,,
TSR-220046,392896,Customer 4,,Waiting on customer,Software Change,23-Dec-21,,
TSR-219857,392687,Customer 4,,Closed,Software Change,23-Dec-21,25-Jan-22,Done
TSR-219304,392067,Customer 4,,Waiting on customer,Software Change,22-Dec-21,,
TSR-218336,390995,Customer 4,,Customer Replied,Software Change,21-Dec-21,,
TSR-218304,390961,Customer 4,,Awaiting Prod implementation,Software Change,21-Dec-21,,
TSR-218302,390959,Customer 4,,Waiting on customer,Software Change,21-Dec-21,,
TSR-216144,388635,Customer 4,,Closed,Infrastructure Change,16-Dec-21,19-Jan-22,Done
TSR-215743,388205,Customer 4,,Closed,Software Change,16-Dec-21,12-Jan-22,Done
TSR-215739,388201,Customer 4,,Waiting on customer,Software Change,16-Dec-21,,
TSR-214371,386381,Customer 4,,Closed,Infrastructure Change,15-Dec-21,19-Jan-22,Done
TSR-213064,384786,Customer 4,,In Review,Software Change,13-Dec-21,,
TSR-211019,382438,Customer 4,,Closed,Software Change,09-Dec-21,18-Feb-22,Done
TSR-211012,382430,Customer 4,,Waiting on customer,Software Change,09-Dec-21,,
TSR-209596,380871,Customer 4,,Canceled,Software Change,07-Dec-21,17-Jan-22,Resolved
TSR-209549,380818,Customer 4,,Waiting on customer,Software Change,07-Dec-21,,
TSR-207966,379067,Customer 4,,Closed,Software Change,03-Dec-21,12-Jul-22,Done
TSR-207174,378195,Customer 4,,Waiting on customer,Software Change,02-Dec-21,,
TSR-207167,378188,Customer 4,,Waiting on customer,Software Change,02-Dec-21,,
TSR-205555,376280,Customer 4,,Customer Replied,Software Change,30-Nov-21,,
TSR-198156,368634,Customer 4,,Closed,Software Change,26-Nov-21,12-Jan-22,Done
TSR-198154,368632,Customer 4,,Waiting on customer,Software Change,26-Nov-21,,
TSR-198149,368627,Customer 4,,Waiting on customer,Software Change,26-Nov-21,,
TSR-196516,366777,Customer 4,,Waiting on customer,Software Change,23-Nov-21,,
TSR-196098,366324,Customer 4,,Waiting on customer,Software Change,23-Nov-21,,
TSR-196093,366317,Customer 4,,Waiting on customer,Software Change,23-Nov-21,,
TSR-195397,365540,Customer 4,,Customer Replied,Software Change,22-Nov-21,,
TSR-194325,364324,Customer 4,,Closed,Software Change,19-Nov-21,31-Jan-22,Done
TSR-193066,362915,Customer 4,,Waiting on customer,Software Change,17-Nov-21,,
TSR-191955,361687,Customer 4,,Waiting on customer,Software Change,16-Nov-21,,
TSR-191404,361018,Customer 4,,Waiting on customer,Software Change,15-Nov-21,,
TSR-189522,358966,Customer 4,,In Review,Software Change,11-Nov-21,,
TSR-187588,356731,Customer 4,,Waiting on customer,Software Change,08-Nov-21,,
TSR-185828,354728,Customer 4,,Customer Replied,Software Change,04-Nov-21,,
TSR-185797,354692,Customer 4,,Closed,Infrastructure Change,04-Nov-21,10-May-22,Done
TSR-184355,353019,Customer 4,,Customer Replied,Software Change,02-Nov-21,,
TSR-184343,353007,Customer 4,,Closed,Software Change,02-Nov-21,07-Apr-22,Done
TSR-184332,352992,Customer 4,,Customer Replied,Software Change,02-Nov-21,,
TSR-183766,352346,Customer 4,,Waiting on customer,Software Change,01-Nov-21,,
TSR-183735,352313,Customer 4,,Waiting on customer,Software Change,01-Nov-21,,
TSR-181149,349483,Customer 4,,Waiting on customer,Software Change,27-Oct-21,,
TSR-181145,349479,Customer 4,,Waiting on customer,Software Change,27-Oct-21,,
TSR-181142,349476,Customer 4,,Customer Replied,Software Change,27-Oct-21,,
TSR-181138,349472,Customer 4,,Closed,Software Change,27-Oct-21,31-Jan-22,Done
TSR-179857,348039,Customer 4,,Awaiting Non Prod Implementation,Software Change,25-Oct-21,,
TSR-177685,345562,Customer 4,,Waiting on customer,Software Change,21-Oct-21,,
TSR-177655,345526,Customer 4,,Awaiting Non Prod Implementation,Infrastructure Change,21-Oct-21,,
TSR-172778,340135,Customer 4,,Waiting on customer,Software Change,14-Oct-21,,
TSR-172282,339586,Customer 4,,Closed,Software Change,13-Oct-21,17-Mar-22,Done
TSR-172163,339463,Customer 4,,Waiting on customer,Software Change,13-Oct-21,,
TSR-169592,336599,Customer 4,,Waiting on customer,Software Change,08-Oct-21,,
TSR-169486,336477,Customer 4,,Customer Replied,Software Change,08-Oct-21,,
TSR-163172,329330,Customer 4,,Waiting on customer,Software Change,28-Sep-21,,
TSR-161483,327476,Customer 4,,Waiting on customer,Software Change,24-Sep-21,,
TSR-161478,327471,Customer 4,,Customer Replied,Software Change,24-Sep-21,,
TSR-161298,327261,Customer 4,,In Review,Software Change,24-Sep-21,,
TSR-159002,324687,Customer 4,,Awaiting Non Prod Implementation,Software Change,20-Sep-21,,
TSR-158984,324668,Customer 4,,Customer Replied,Software Change,20-Sep-21,,
TSR-152873,312946,Customer 4,,Customer Replied,Software Change,09-Sep-21,,
TSR-152856,312929,Customer 4,,Awaiting Non Prod Implementation,Software Change,09-Sep-21,,
